wav_path,claimed_id,genuine,snr_db,distance,latency_ms
voxceleb1\wav\id10797\BDhnUQwGYAo\00008.wav,id10797,False,40,0.3751384735850284,291.93599999962316
voxceleb1\wav\id10456\Lrgya-GutUg\00007.wav,id10912,False,40,0.9071755172214943,277.54300000015064
voxceleb1\wav\id10762\3sfzgqqtbKM\00007.wav,id10400,False,40,1.1407853604475784,303.933600000164
voxceleb1\wav\id10802\FuJgSCtw2VA\00001.wav,krzysiek,False,40,0.9791974810812126,294.9054000000615
voxceleb1\wav\id10508\OZxQo0H6O28\00009.wav,id10762,False,40,0.949983576397255,294.1642999994656
voxceleb1\wav\id10456\L6TBYanT-fQ\00002.wav,id10736,False,40,0.9014511177777111,279.528000000937
voxceleb1\wav\id10912\2yUgv3B_YcI\00015.wav,id11045,False,40,0.9748282194869856,294.25740000078804
voxceleb1\wav\id10329\EXBuk_FwHu0\00010.wav,id10797,False,40,0.8472821190818135,299.86970000027213
voxceleb1\wav\id11175\9jq2l0AMcNA\00008.wav,id10645,False,40,0.9744523454226561,290.2570000005653
voxceleb1\wav\id10802\7DDauZk6s-M\00001.wav,id10329,False,40,0.9316931168023139,301.74600000100327
voxceleb1\wav\id11175\ceU3Lw9-d9M\00003.wav,id10786,False,40,1.0986529730958126,285.07580000041344
voxceleb1\wav\id10530\CKRWmWrEU00\00005.wav,id11009,False,40,0.9422156257083234,256.29640000079235
voxceleb1\wav\id10912\2yUgv3B_YcI\00017.wav,bartek_t,False,40,0.9256779156193613,254.70230000064475
voxceleb1\wav\id10592\8IIwLtU_XrQ\00002.wav,id10802,False,40,0.8228688999975116,255.20800000049348
voxceleb1\wav\id10736\8hMkhwBzaJY\00009.wav,id11073,False,40,0.9982904688915659,265.4053999995085
voxceleb1\wav\id10797\BDhnUQwGYAo\00015.wav,id10921,False,40,0.9916643909224253,277.81190000132483
voxceleb1\wav\id10745\9NpQb6wgnNI\00001.wav,id10862,False,40,0.9138676940926659,269.7496000000683
voxceleb1\wav\id11009\IJrEEVoYmWw\00003.wav,id11175,False,40,0.9257315112007178,271.7288000003464
voxceleb1\wav\id10645\PpufCRHg9os\00006.wav,id11045,False,40,0.9657772530445699,261.88620000175433
voxceleb1\wav\id10329\EXBuk_FwHu0\00009.wav,id10862,False,40,0.8564174289660968,278.96340000006603
voxceleb1\wav\id10862\2bn9i9re2yI\00028.wav,id11083,False,40,0.844385601688389,290.7952000005025
voxceleb1\wav\id10530\B8oeUlhmqFE\00007.wav,id10476,False,40,0.9502938991016454,292.44850000031875
voxceleb1\wav\id10950\8pDGaKmyWhU\00014.wav,bartek_m,False,40,0.8741851562159092,304.7170999998343
voxceleb1\wav\id10756\3kvWhMqqhhA\00003.wav,id11045,False,40,0.9009946792434752,316.606899999897
voxceleb1\wav\id10456\Liau5LQUvcQ\00001.wav,id10994,False,40,0.8917308786960408,272.906399999556
voxceleb1\wav\id10875\bDzNAlq_PXY\00003.wav,id10900,False,40,1.0087156940895126,288.3259000009275
voxceleb1\wav\id10786\CWtlsidCW0w\00002.wav,id10762,False,40,0.7551573097872021,284.2777000005299
voxceleb1\wav\id10802\FuJgSCtw2VA\00007.wav,id10530,False,40,0.7984260572499683,258.9600999999675
voxceleb1\wav\id10476\HvleHkiBb3s\00004.wav,id10824,False,40,1.0696902123865117,272.20409999972617
voxceleb1\wav\id10756\3kvWhMqqhhA\00015.wav,id10645,False,40,0.8858076197322002,304.95350000092003
voxceleb1\wav\id10900\92CmdoV27Es\00002.wav,id11009,False,40,0.806472607583378,289.0853999997489
voxceleb1\wav\id10994\5GLhL4Km-_0\00008.wav,id10994,False,40,0.32891169489948535,289.6861000008357
voxceleb1\wav\id10802\Alru9YC7xLc\00002.wav,id10530,False,40,0.8162281585642421,288.07100000085484
voxceleb1\wav\id11009\SiQyvjzbTp8\00001.wav,id11251,False,40,0.8852862827595845,305.687999998554
voxceleb1\wav\id10600\ILvCnoHCpMs\00002.wav,id10950,False,40,0.9399474928112711,272.4134000000049
voxceleb1\wav\id10508\OZxQo0H6O28\00002.wav,id10950,False,40,0.994415098019123,264.82319999922765
voxceleb1\wav\id11059\P_Z5IEJRk4Y\00001.wav,id10592,False,40,0.9345884178068785,278.1336000007286
voxceleb1\wav\id11083\HZE1wgLEXBw\00001.wav,id11059,False,40,0.9160624676935656,275.79549999973096
voxceleb1\wav\id10994\8s305d0nSog\00001.wav,id10476,False,40,0.9298122538371216,259.28489999932935
voxceleb1\wav\id10400\T2huaLHjXY0\00001.wav,id10762,False,40,1.070381904616999,283.32570000020496
voxceleb1\wav\id11045\7j6p92te7lY\00001.wav,id10600,False,40,0.7861967220847236,276.35340000051656
voxceleb1\wav\id10756\3kvWhMqqhhA\00005.wav,id11251,False,40,0.8900131258695391,297.99389999971027
voxceleb1\wav\id10745\9NpQb6wgnNI\00005.wav,id11251,False,40,0.9635749370814193,290.9853999990446
voxceleb1\wav\id10912\3efhGhqizHg\00001.wav,id10600,False,40,0.9423019570251091,316.78699999974924
voxceleb1\wav\id11073\9sGEfsatKi8\00004.wav,id10912,False,40,0.9610117251147795,305.1445999990392
voxceleb1\wav\id11045\2miKTQb6chA\00009.wav,id10912,False,40,0.9508643751696819,306.75410000003467
voxceleb1\wav\id11083\WQrVyLYxYKE\00006.wav,id10329,False,40,0.5981045445670385,311.1886999995477
voxceleb1\wav\id11142\Gicu1gUl6iw\00003.wav,id11251,False,40,0.9093104441631634,294.9350000017148
voxceleb1\wav\id10600\Pxh-ihSUOTk\00007.wav,id10824,False,40,0.9881428279200538,260.1482999998552
voxceleb1\wav\id10862\2bn9i9re2yI\00011.wav,id10745,False,40,0.9366869126570833,270.2263999999559
voxceleb1\wav\id10802\7LcN6ETgW44\00003.wav,id10476,False,40,0.8420351638599641,270.05989999997837
voxceleb1\wav\id11251\Drcw9TLFNb0\00002.wav,id10862,False,40,0.9662984110636949,307.02299999938987
voxceleb1\wav\id11142\Gicu1gUl6iw\00004.wav,id10329,False,40,1.0049066173338774,307.9687000008562
voxceleb1\wav\id10756\3kvWhMqqhhA\00016.wav,id11009,False,40,0.9898163700970047,309.3202999989444
voxceleb1\wav\id10797\BDhnUQwGYAo\00013.wav,id10745,False,40,1.0610083949612243,313.5686999994505
voxceleb1\wav\id11112\F-f32mt56js\00006.wav,id10400,False,40,1.0202805460216162,320.7396999987395
voxceleb1\wav\id10824\FbKRFA9Efgc\00003.wav,id11045,False,40,0.8270716074861335,325.25840000016615
voxceleb1\wav\id10645\PpufCRHg9os\00003.wav,id10824,False,40,0.7387743820488906,336.2918000002537
voxceleb1\wav\id10600\Pxh-ihSUOTk\00005.wav,id11009,False,40,0.9873759863292688,319.16869999986375
voxceleb1\wav\id11083\G2ktKa3zK-g\00001.wav,id10912,False,40,1.117009334336904,285.25939999963157
voxceleb1\wav\id10400\UkZsd-dpZTg\00007.wav,id10756,False,40,0.9838605602603386,275.06540000103996
voxceleb1\wav\id10645\FvwFfMvvIQ0\00002.wav,id11048,False,40,0.8880631998113568,257.89629999962926
voxceleb1\wav\id11251\7GtZpUtReJ8\00004.wav,id10862,False,40,0.9941443795336732,274.18740000030084
voxceleb1\wav\id10921\B8oFwcURrps\00002.wav,id10745,False,40,0.9636555802154402,263.9877000001434
voxceleb1\wav\id10912\2yUgv3B_YcI\00019.wav,krzysiek,False,40,0.9302971074607725,258.5851999992883
voxceleb1\wav\id10950\ABumGmJrM4U\00001.wav,id11083,False,40,0.8983153119817131,265.7534999998461
voxceleb1\wav\id10530\CKRWmWrEU00\00009.wav,bartek_t,False,40,1.0899954520881183,258.88440000017
voxceleb1\wav\id11059\9ow-Q4wUAgc\00006.wav,id10802,False,40,1.02841742762235,269.6758999991289
voxceleb1\wav\id10786\CWtlsidCW0w\00001.wav,id10950,False,40,0.9537501198078805,275.4496999987168
voxceleb1\wav\id10862\2bn9i9re2yI\00014.wav,id10797,False,40,0.8751465462451724,263.15950000025623
voxceleb1\wav\id10802\FuJgSCtw2VA\00002.wav,id11142,False,40,1.0564910954530746,273.9841999991768
voxceleb1\wav\id10921\B8oFwcURrps\00010.wav,id10508,False,40,0.9243639187968191,259.8189000000275
voxceleb1\wav\id11142\Gicu1gUl6iw\00015.wav,id10875,False,40,0.9885434302935896,264.4225000003644
voxceleb1\wav\id10786\BP8Lsp8p8iY\00009.wav,id10736,False,40,0.9791581700830664,270.26130000012927
voxceleb1\wav\id11059\NvZ7wAj3STs\00001.wav,id10994,False,40,0.9868029829018561,309.684500000003
voxceleb1\wav\id10862\2bn9i9re2yI\00013.wav,krzysiek,False,40,1.0089142863287341,298.61589999927673
voxceleb1\wav\id10875\ZOsjLV0XXlQ\00007.wav,id10786,False,40,0.8759167618537522,290.6636999996408
voxceleb1\wav\id10862\2bn9i9re2yI\00022.wav,id10797,False,40,0.9546928213816818,305.28620000040974
voxceleb1\wav\id10756\1PV6BHn4IqE\00007.wav,krzysiek,False,40,1.0616223347422278,272.0680000002176
voxceleb1\wav\id10736\QhWw4AxHRrQ\00004.wav,id10862,False,40,0.9403982821313883,281.11919999901147
voxceleb1\wav\id10592\K0YrTxZ9a4o\00001.wav,id10786,False,40,0.9692655761852239,285.84980000050564
voxceleb1\wav\id10946\NdrTWoGwC7k\00003.wav,id11251,False,40,1.0133577293519331,282.6325000005454
voxceleb1\wav\id10530\B8oeUlhmqFE\00006.wav,id11175,False,40,0.9644856454807027,262.7611000007164
voxceleb1\wav\id11048\P8-Fq-2Atiw\00004.wav,id10456,False,40,0.9692942435646574,258.178099998986
voxceleb1\wav\id10950\9PdJXCWsX1w\00001.wav,id10756,False,40,0.9995078281775474,272.3108999998658
voxceleb1\wav\id10508\OZxQo0H6O28\00001.wav,id11059,False,40,0.9976701420262275,269.8694000009709
voxceleb1\wav\id11059\9ow-Q4wUAgc\00001.wav,id10400,False,40,0.7801339136110077,248.70329999976093
voxceleb1\wav\id11112\BtvYf7-8Vr4\00004.wav,id11009,False,40,0.9692662245752564,289.5122000008996
voxceleb1\wav\id11045\6YdMVTk-eJ8\00001.wav,id10786,False,40,0.8977415359120714,271.4326000004803
voxceleb1\wav\id10950\8pDGaKmyWhU\00003.wav,id10530,False,40,1.0197029127710904,267.41690000017115
voxceleb1\wav\id11142\Gicu1gUl6iw\00013.wav,id10762,False,40,0.8513452892393369,261.09729999916453
voxceleb1\wav\id10745\A8-uShr2gJc\00001.wav,id10600,False,40,1.005580189739694,288.49869999976363
voxceleb1\wav\id10875\bDzNAlq_PXY\00010.wav,id11073,False,40,0.6853296965909624,290.60840000056487
voxceleb1\wav\id10912\2yUgv3B_YcI\00020.wav,id11073,False,40,0.9541058604432681,252.81529999847407
voxceleb1\wav\id11142\Gicu1gUl6iw\00008.wav,id10921,False,40,0.9216249488554515,275.82970000003115
voxceleb1\wav\id10875\bDzNAlq_PXY\00007.wav,id10530,False,40,0.7355677415590662,283.4168999997928
voxceleb1\wav\id11009\FUemeogd1lA\00007.wav,id10329,False,40,0.8881661447813611,308.39369999921473
voxceleb1\wav\id10736\QU2_gJwqlrk\00001.wav,id10912,False,40,0.8853102015793378,364.08359999950335
voxceleb1\wav\id10824\BgTZDSJKLks\00004.wav,id10645,False,40,0.7179384179294153,302.5051999993593
voxceleb1\wav\id11112\BtvYf7-8Vr4\00008.wav,id10592,False,40,0.9329102083675103,294.60870000002615
voxceleb1\wav\id10900\92CmdoV27Es\00001.wav,id10912,False,40,0.9391888436203276,298.5917999994854
voxceleb1\wav\id11073\9sGEfsatKi8\00011.wav,id11073,False,40,0.2609999609590391,269.7126000002754
voxceleb1\wav\id11175\ceU3Lw9-d9M\00005.wav,id10530,False,40,0.9125522493455391,275.32740000060585
voxceleb1\wav\id10756\3kvWhMqqhhA\00014.wav,id11083,False,40,1.0276492938096708,266.6148999996949
voxceleb1\wav\id11009\FUemeogd1lA\00001.wav,id11112,False,40,0.9849573988492994,283.0823000003875
voxceleb1\wav\id11112\BtvYf7-8Vr4\00006.wav,id10476,False,40,0.9152137876388238,323.41700000142737
voxceleb1\wav\id10600\ILvCnoHCpMs\00003.wav,id10802,False,40,0.9304031664257448,278.1714999982796
voxceleb1\wav\id10476\O_k91Sbd0vw\00004.wav,id10946,False,40,0.8992894938617801,268.57319999908214
voxceleb1\wav\id10400\UkZsd-dpZTg\00010.wav,id10456,False,40,0.9277861234145858,268.423100000291
voxceleb1\wav\id10946\QgAJv0CXl-4\00007.wav,id10802,False,40,1.2183811082010767,267.5626000000193
voxceleb1\wav\id10762\3nd2hWTR0LQ\00002.wav,id10645,False,40,0.9225824830635199,264.4170000003214
voxceleb1\wav\id11142\Gicu1gUl6iw\00007.wav,id11073,False,40,0.849701443549894,258.9234999995824
voxceleb1\wav\id10921\B8oFwcURrps\00012.wav,id11112,False,40,1.0153325525914276,259.67099999979837
voxceleb1\wav\id11073\9sGEfsatKi8\00010.wav,id11073,False,40,0.3298313186921463,279.03390000028594
voxceleb1\wav\id10530\B8oeUlhmqFE\00003.wav,id10508,False,40,0.8572806674602806,297.31010000068636
voxceleb1\wav\id10530\B8oeUlhmqFE\00005.wav,id10824,False,40,0.8597525417532735,291.54170000037993
voxceleb1\wav\id10797\BDhnUQwGYAo\00006.wav,id11112,False,40,0.9713626528421837,267.7571000003809
voxceleb1\wav\id10736\Wx-dJoKmZQk\00004.wav,id10508,False,40,0.948030542607102,268.07150000058755
voxceleb1\wav\id11073\9sGEfsatKi8\00002.wav,id10994,False,40,0.9702593244847382,268.2866000013746
voxceleb1\wav\id10745\9NpQb6wgnNI\00004.wav,id10802,False,40,0.951808162241447,283.1412999985332
voxceleb1\wav\id10950\8pDGaKmyWhU\00009.wav,id10921,False,40,0.9761823842417245,328.3644999992248
voxceleb1\wav\id11142\Gicu1gUl6iw\00001.wav,id10824,False,40,1.0353488854619606,307.7460999993491
voxceleb1\wav\id10912\2yUgv3B_YcI\00013.wav,id11251,False,40,0.8543803584432202,326.311100001476
voxceleb1\wav\id10786\BP8Lsp8p8iY\00010.wav,bartek_m,False,40,0.95430508086001,335.9301000000414
voxceleb1\wav\id10456\VO_7ZXWhjdg\00001.wav,id11045,False,40,0.8762668053470091,318.67119999878923
voxceleb1\wav\id10862\2bn9i9re2yI\00020.wav,id10456,False,40,0.9187984572587984,288.19909999947413
voxceleb1\wav\id10456\Lrgya-GutUg\00001.wav,id11083,False,40,0.9915815734992586,282.27539999898
voxceleb1\wav\id11251\Dfid1LOxOT8\00004.wav,id11048,False,40,0.8719233900370218,273.71730000049865
voxceleb1\wav\id10329\EXBuk_FwHu0\00011.wav,id10994,False,40,0.8937817721835833,264.6585000002233
voxceleb1\wav\id10600\Pxh-ihSUOTk\00008.wav,id10900,False,40,0.9888204677734758,262.6598000006197
voxceleb1\wav\id11048\O8yIcoe2doA\00007.wav,id10994,False,40,1.0136444629441534,262.3619999994844
voxceleb1\wav\id11048\P8-Fq-2Atiw\00008.wav,id10592,False,40,0.9323412660712292,276.84880000015255
voxceleb1\wav\id10508\8t97-YsuqpM\00012.wav,id10950,False,40,1.0344670255694857,257.7189999992697
voxceleb1\wav\id10862\2bn9i9re2yI\00009.wav,id11175,False,40,0.9041756760633674,262.6338999998552
voxceleb1\wav\id11059\NbVrCKilytE\00002.wav,id10745,False,40,0.9088543581086242,280.711400000655
voxceleb1\wav\id10762\3sfzgqqtbKM\00004.wav,id11073,False,40,1.01807439200826,256.92610000078275
voxceleb1\wav\id10950\8pDGaKmyWhU\00010.wav,id11142,False,40,0.888775462525907,261.3987000004272
voxceleb1\wav\id10900\92CmdoV27Es\00003.wav,id10456,False,40,0.8899165114332206,261.70860000092944
voxceleb1\wav\id10900\Bcm3h0xffs8\00004.wav,id10786,False,40,0.9373906243742395,267.88610000039625
voxceleb1\wav\id10862\2bn9i9re2yI\00010.wav,id10456,False,40,0.9403667536427633,278.9420000008249
voxceleb1\wav\id11048\P8-Fq-2Atiw\00012.wav,id11112,False,40,0.9643553488135703,266.4311999997153
voxceleb1\wav\id10476\agQ0RfUEo14\00005.wav,id10921,False,40,0.8886624125793765,280.5389000004652
voxceleb1\wav\id10592\N6Xz7-IZvVo\00004.wav,id10797,False,40,0.7340288962571586,292.28629999852274
voxceleb1\wav\id10530\B8oeUlhmqFE\00002.wav,id10600,False,40,0.9402524165467601,316.01340000088385
voxceleb1\wav\id10802\FuJgSCtw2VA\00008.wav,id11048,False,40,0.8749250944752627,285.5245000009745
voxceleb1\wav\id11251\9h3PzQ9kL4w\00001.wav,id10921,False,40,0.9518314677763741,337.09209999869927
voxceleb1\wav\id10600\ILvCnoHCpMs\00004.wav,id10862,False,40,1.029795442195319,290.19250000055763
voxceleb1\wav\id10736\KdHADpeCUe8\00001.wav,id10745,False,40,0.9199279314854485,291.9089000006352
voxceleb1\wav\id10875\bDzNAlq_PXY\00008.wav,id10797,False,40,0.825447828495792,288.14039999997476
voxceleb1\wav\id11175\9jq2l0AMcNA\00009.wav,id10756,False,40,0.9083577601232062,264.2949999990378
voxceleb1\wav\id10824\Ez1o4NcC7pY\00002.wav,id10862,False,40,0.8722957777387389,260.3005999990273
voxceleb1\wav\id10600\ILvCnoHCpMs\00007.wav,id10921,False,40,0.875496390107852,267.10340000136057
voxceleb1\wav\id10756\3kvWhMqqhhA\00002.wav,id10786,False,40,0.9577999069789497,265.58250000016415
voxceleb1\wav\id10600\RkI7NNeesVU\00003.wav,id10824,False,40,0.9069598395853394,271.5971999987232
voxceleb1\wav\id10802\FuJgSCtw2VA\00006.wav,id10862,False,40,0.788516835405754,283.22819999993953
voxceleb1\wav\id11142\Gicu1gUl6iw\00012.wav,krzysiek,False,40,1.0574156998050614,298.04450000119687
voxceleb1\wav\id10802\Hx-Zv22BEQU\00001.wav,id10645,False,40,0.9955243459634541,279.00190000036673
voxceleb1\wav\id10756\3kvWhMqqhhA\00017.wav,id10476,False,40,0.959716168216801,312.5287999991997
voxceleb1\wav\id10736\QhWw4AxHRrQ\00003.wav,id10921,False,40,1.0536761219248298,282.3227999997471
voxceleb1\wav\id10946\CSMzcozTg08\00007.wav,id10946,False,40,0.3277661716039677,285.637000000861
voxceleb1\wav\id10802\7LcN6ETgW44\00002.wav,id10875,False,40,0.9852119997641896,271.27329999893846
voxceleb1\wav\id10508\OZxQo0H6O28\00007.wav,id10762,False,40,0.9991972555604764,256.460500000685
voxceleb1\wav\id10592\K0YrTxZ9a4o\00002.wav,id10645,False,40,0.9042592967931844,272.5743999999395
voxceleb1\wav\id11059\NbVrCKilytE\00001.wav,krzysiek,False,40,0.9724292948009373,272.47820000047795
voxceleb1\wav\id10762\3sfzgqqtbKM\00005.wav,bartek_m,False,40,0.9333316782288441,267.1847000001435
voxceleb1\wav\id10400\UkZsd-dpZTg\00005.wav,id10508,False,40,0.9410187529785307,265.3887999986182
voxceleb1\wav\id10530\CKRWmWrEU00\00002.wav,id10862,False,40,0.8697800586990483,275.89699999953154
voxceleb1\wav\id10592\K0YrTxZ9a4o\00003.wav,id11251,False,40,0.7288978471797802,317.8094000013516
voxceleb1\wav\id10762\3nd2hWTR0LQ\00003.wav,krzysiek,False,40,0.8663355447446697,302.4578000004112
voxceleb1\wav\id11048\O8yIcoe2doA\00004.wav,id10508,False,40,0.9675766121429259,297.9613999996218
voxceleb1\wav\id10745\GeM07WoKPRQ\00007.wav,id10762,False,40,0.8862021255864682,329.01740000124846
voxceleb1\wav\id11045\HewcG4UqpIU\00002.wav,bartek_m,False,40,1.0537200579873796,295.9863000014593
voxceleb1\wav\id10762\3nd2hWTR0LQ\00001.wav,id11112,False,40,0.8216627595814775,261.64259999859496
voxceleb1\wav\id10786\9w-EimtMXWs\00009.wav,id10802,False,40,1.0039843567595939,274.3940999989718
voxceleb1\wav\id11045\HewcG4UqpIU\00001.wav,krzysiek,False,40,0.9244445889451869,266.0011999996641
voxceleb1\wav\id10875\ZOsjLV0XXlQ\00005.wav,id11048,False,40,0.882690789777789,264.63460000013583
voxceleb1\wav\id10645\a6IDMPJJh8c\00001.wav,id10329,False,40,1.0447654126688897,293.07990000052087
voxceleb1\wav\id10824\BgTZDSJKLks\00001.wav,bartek_m,False,40,1.0211955046111802,299.14260000077775
voxceleb1\wav\id11083\KMGLj7Ql3ZY\00005.wav,bartek_m,False,40,1.0000736012673814,280.01190000031784
voxceleb1\wav\id10900\Bcm3h0xffs8\00001.wav,bartek_m,False,40,0.8922163496523824,263.6919000015041
voxceleb1\wav\id11142\2n8y1cwQoyo\00004.wav,id10802,False,40,1.1620057079776258,260.05650000115565
voxceleb1\wav\id10736\QhWw4AxHRrQ\00001.wav,id11142,False,40,0.8938496026914244,270.37599999857775
voxceleb1\wav\id11059\9ow-Q4wUAgc\00004.wav,id11083,False,40,0.8981423287140978,264.730500000951
voxceleb1\wav\id11009\FUemeogd1lA\00005.wav,id11048,False,40,0.9026628605542579,264.3069000005198
voxceleb1\wav\id11112\FUiiruCPVTI\00005.wav,id10530,False,40,0.8429604963925175,267.39610000004177
voxceleb1\wav\id11059\NbVrCKilytE\00003.wav,id10786,False,40,0.9120808993516498,274.75200000117184
voxceleb1\wav\id10921\0Pz31wdsopU\00010.wav,id11048,False,40,0.8838793719872754,262.03849999910744
voxceleb1\wav\id10530\CKRWmWrEU00\00007.wav,id10900,False,40,0.9321847639552765,274.7625000010885
voxceleb1\wav\id10946\MSCo-Dauf1M\00001.wav,id11045,False,40,0.9544985175933971,295.71779999969294
voxceleb1\wav\id10875\ZOsjLV0XXlQ\00003.wav,id10994,False,40,1.0488904141793032,310.20400000124937
voxceleb1\wav\id10456\VTt_jQv2I8s\00001.wav,id11009,False,40,0.87489128301226,307.33109999891894
voxceleb1\wav\id10400\UkZsd-dpZTg\00002.wav,id10824,False,40,0.8858155590343941,311.82649999936984
voxceleb1\wav\id10797\BDhnUQwGYAo\00017.wav,id11083,False,40,1.0939470771935127,294.8164000008546
voxceleb1\wav\id10912\67p2Yi5aHUM\00002.wav,id10786,False,40,0.9875654018375138,285.63299999950686
voxceleb1\wav\id10756\3kvWhMqqhhA\00006.wav,id10762,False,40,0.9171834390684289,268.72499999990396
voxceleb1\wav\id10946\QgAJv0CXl-4\00005.wav,id10875,False,40,0.7885269399478263,282.18589999960386
voxceleb1\wav\id10946\CSMzcozTg08\00005.wav,id11073,False,40,0.7980795260908767,292.734599999676
voxceleb1\wav\id10824\FbKRFA9Efgc\00001.wav,id10950,False,40,0.9614274895973698,317.64900000052876
voxceleb1\wav\id10745\9NpQb6wgnNI\00002.wav,id11059,False,40,0.9550104261573724,289.62219999993977
voxceleb1\wav\id10530\7Qk9YtRpUe0\00003.wav,id10946,False,40,0.9586007750392395,251.63339999926393
voxceleb1\wav\id10592\N6Xz7-IZvVo\00003.wav,id11073,False,40,0.9775532663410615,260.27720000092813
voxceleb1\wav\id10786\BP8Lsp8p8iY\00001.wav,id10508,False,40,0.9906041893360743,278.6798999986786
voxceleb1\wav\id10508\8t97-YsuqpM\00010.wav,id10921,False,40,0.9385237439767187,262.49079999979585
voxceleb1\wav\id10400\T2huaLHjXY0\00003.wav,bartek_t,False,40,0.797498920197611,269.6351999984472
voxceleb1\wav\id10736\GCRKRbZwk6E\00001.wav,id11112,False,40,0.8737534261356241,266.01300000038464
voxceleb1\wav\id10745\5EPvrY18MoQ\00010.wav,id10797,False,40,1.041948856185593,270.09979999820644
voxceleb1\wav\id11175\ceU3Lw9-d9M\00004.wav,id11112,False,40,0.8908781445590173,255.53229999968607
voxceleb1\wav\id10946\QgAJv0CXl-4\00003.wav,id10994,False,40,1.065462454155239,263.12399999915215
voxceleb1\wav\id10645\PpufCRHg9os\00007.wav,id11175,False,40,1.0268378783296732,264.6409000008134
voxceleb1\wav\id10762\3sfzgqqtbKM\00001.wav,bartek_m,False,40,0.9845377828879716,260.7484999989538
voxceleb1\wav\id11048\O8yIcoe2doA\00005.wav,id11045,False,40,0.7463972219805192,262.3299999995652
voxceleb1\wav\id10600\Pxh-ihSUOTk\00003.wav,id10797,False,40,0.9018824547071322,264.1781999991508
voxceleb1\wav\id11112\FUiiruCPVTI\00003.wav,id10508,False,40,0.8840256649078932,290.3249999999389
voxceleb1\wav\id10762\1ZWoxzrBYH8\00012.wav,id10530,False,40,0.950909482260218,315.58570000015607
voxceleb1\wav\id10456\M2oGSkEpyEc\00001.wav,id10600,False,40,0.9657657122764433,301.0689000002458
voxceleb1\wav\id10456\Lrgya-GutUg\00008.wav,id10476,False,40,0.9886145660013927,307.38730000120995
voxceleb1\wav\id11175\9jq2l0AMcNA\00011.wav,id10508,False,40,0.7993757307355521,299.58280000028026
voxceleb1\wav\id10994\5GLhL4Km-_0\00014.wav,id11142,False,40,1.051467453176912,295.1898999999685
voxceleb1\wav\id10921\3eOLzFdEjYU\00003.wav,id10645,False,40,0.9614952525665931,259.28039999962493
voxceleb1\wav\id11059\89FrzqI2x0A\00006.wav,krzysiek,False,40,1.0470788107028324,273.81339999919874
voxceleb1\wav\id11083\KMGLj7Ql3ZY\00005.wav,id11083,True,20,0.4605072074374742,297.26970000047004
voxceleb1\wav\id10329\EXBuk_FwHu0\00009.wav,id10329,True,20,0.38504667282372007,280.87090000008175
voxceleb1\wav\id10756\3kvWhMqqhhA\00005.wav,id10756,True,20,0.3615786216328166,284.0435999987676
voxceleb1\wav\id10756\3kvWhMqqhhA\00006.wav,id10756,True,20,0.3698469278633544,315.2725999989343
voxceleb1\wav\id10875\ZOsjLV0XXlQ\00007.wav,id10875,True,20,0.34538283882956333,292.13780000100087
voxceleb1\wav\id10756\3xOseyV7srA\00001.wav,id10756,True,20,0.35806353241205824,292.5684000001638
voxceleb1\wav\id10900\Bcm3h0xffs8\00003.wav,id10900,True,20,0.433816881298982,275.11090000007243
voxceleb1\wav\id10508\OZxQo0H6O28\00002.wav,id10508,True,20,0.5146897939102635,276.88579999994545
voxceleb1\wav\id11112\F-f32mt56js\00006.wav,id11112,True,20,0.34758505717516597,294.1389000006893
voxceleb1\wav\id11251\Dfid1LOxOT8\00004.wav,id11251,True,20,0.3952892283414662,288.00090000004275
voxceleb1\wav\id10756\3kvWhMqqhhA\00007.wav,id10756,True,20,0.5568836699581405,266.875400000572
voxceleb1\wav\id11175\9jq2l0AMcNA\00007.wav,id11175,True,20,0.3590504094657887,265.5419999991864
voxceleb1\wav\id10756\3kvWhMqqhhA\00010.wav,id10756,True,20,0.36532487062559404,255.2002000011271
voxceleb1\wav\id11045\7j6p92te7lY\00001.wav,id11045,True,20,0.3769459103918381,259.671800000433
voxceleb1\wav\id10756\3kvWhMqqhhA\00016.wav,id10756,True,20,0.3838271190010618,295.0973000006343
voxceleb1\wav\id10456\Lrgya-GutUg\00006.wav,id10456,True,20,0.4088641419086737,299.4228000006842
voxceleb1\wav\id10508\EDU4oSS3pow\00003.wav,id10508,True,20,0.7620741875296435,296.15780000131053
voxceleb1\wav\id10745\9NpQb6wgnNI\00005.wav,id10745,True,20,0.5235900167687415,294.73630000029516
voxceleb1\wav\id11142\Gicu1gUl6iw\00001.wav,id11142,True,20,0.3802825279745671,306.09889999868756
voxceleb1\wav\id10645\PpufCRHg9os\00002.wav,id10645,True,20,0.4151604292834541,310.8323000014934
voxceleb1\wav\id10994\5GLhL4Km-_0\00022.wav,id10994,True,20,0.4168562525047138,295.30720000002475
voxceleb1\wav\id10797\BDhnUQwGYAo\00012.wav,id10797,True,20,0.646094923981655,290.0956000012229
voxceleb1\wav\id10824\Ez1o4NcC7pY\00004.wav,id10824,True,20,0.4087078134222719,296.2005000008503
voxceleb1\wav\id10329\EXBuk_FwHu0\00012.wav,id10329,True,20,0.3912495309228199,292.5076000010449
voxceleb1\wav\id10645\PpufCRHg9os\00007.wav,id10645,True,20,0.23919578725888313,276.75900000031106
voxceleb1\wav\id10875\bDzNAlq_PXY\00006.wav,id10875,True,20,0.2974172983341662,289.7835000003397
